"sample","time","biol.rep","Protein","Oxidized_Peptides","Non_Oxidized_Peptides"
"MURI_19",6,"repeat 1","gi|254161183",0,21
"MURI_19",6,"repeat 1","gi|254161184",10,11
"MURI_19",6,"repeat 1","gi|254161185",0,10
"MURI_19",6,"repeat 1","gi|254161186",9,13
"MURI_19",6,"repeat 1","gi|254161187",0,11
"MURI_19",6,"repeat 1","gi|254161188",4,22
"MURI_19",6,"repeat 1","gi|254161189",0,19
"MURI_19",6,"repeat 1","gi|254161190",3,29
"MURI_19",6,"repeat 1","gi|254161192",0,0
"MURI_19",6,"repeat 1","gi|254161193",0,5
"MURI_19",6,"repeat 1","gi|254161194",0,6
"MURI_19",6,"repeat 1","gi|254161195",0,14
"MURI_19",6,"repeat 1","gi|254161196",0,0
"MURI_19",6,"repeat 1","gi|254161197",1,6
"MURI_19",6,"repeat 1","gi|254161198",7,17
"MURI_19",6,"repeat 1","gi|254161199",5,30
"MURI_19",6,"repeat 1","gi|254161200",0,10
"MURI_19",6,"repeat 1","gi|254161201",6,113
"MURI_19",6,"repeat 1","gi|254161203",0,2
"MURI_19",6,"repeat 1","gi|254161204",0,0
"MURI_19",6,"repeat 1","gi|254161205",0,1
"MURI_19",6,"repeat 1","gi|254161206",0,9
"MURI_19",6,"repeat 1","gi|254161207",2,18
"MURI_19",6,"repeat 1","gi|254161208",0,8
"MURI_19",6,"repeat 1","gi|254161209",0,6
"MURI_19",6,"repeat 1","gi|254161211",0,9
"MURI_19",6,"repeat 1","gi|254161213",0,2
"MURI_19",6,"repeat 1","gi|254161214",0,1
"MURI_19",6,"repeat 1","gi|254161215",0,7
"MURI_19",6,"repeat 1","gi|254161216",0,2
"MURI_19",6,"repeat 1","gi|254161220",0,1
"MURI_19",6,"repeat 1","gi|254161222",0,0
"MURI_19",6,"repeat 1","gi|254161223",0,8
"MURI_19",6,"repeat 1","gi|254161224",0,4
"MURI_19",6,"repeat 1","gi|254161227",0,0
"MURI_19",6,"repeat 1","gi|254161230",67,21
"MURI_19",6,"repeat 1","gi|254161233",0,7
"MURI_19",6,"repeat 1","gi|254161235",0,3
"MURI_19",6,"repeat 1","gi|254161236",0,0
"MURI_19",6,"repeat 1","gi|254161237",0,1
"MURI_19",6,"repeat 1","gi|254161238",0,15
"MURI_19",6,"repeat 1","gi|254161239",0,2
"MURI_19",6,"repeat 1","gi|254161240",0,3
"MURI_19",6,"repeat 1","gi|254161243",14,59
"MURI_19",6,"repeat 1","gi|254161246",0,0
"MURI_19",6,"repeat 1","gi|254161257",0,1
"MURI_19",6,"repeat 1","gi|254161258",0,2
"MURI_19",6,"repeat 1","gi|254161259",0,0
"MURI_19",6,"repeat 1","gi|254161261",0,0
"MURI_19",6,"repeat 1","gi|254161262",0,0
"MURI_19",6,"repeat 1","gi|254161263",0,0
"MURI_19",6,"repeat 1","gi|254161264",0,1
"MURI_19",6,"repeat 1","gi|254161269",0,2
"MURI_19",6,"repeat 1","gi|254161270",0,2
"MURI_19",6,"repeat 1","gi|254161273",0,0
"MURI_19",6,"repeat 1","gi|254161274",0,0
"MURI_19",6,"repeat 1","gi|254161275",0,4
"MURI_19",6,"repeat 1","gi|254161279",0,1
"MURI_19",6,"repeat 1","gi|254161280",0,13
"MURI_19",6,"repeat 1","gi|254161281",0,1
"MURI_19",6,"repeat 1","gi|254161282",0,3
"MURI_19",6,"repeat 1","gi|254161285",0,12
"MURI_19",6,"repeat 1","gi|254161286",0,0
"MURI_19",6,"repeat 1","gi|254161288",0,1
"MURI_19",6,"repeat 1","gi|254161289",10,16
"MURI_19",6,"repeat 1","gi|254161291",15,0
"MURI_19",6,"repeat 1","gi|254161292",0,5
"MURI_19",6,"repeat 1","gi|254161293",0,2
"MURI_19",6,"repeat 1","gi|254161297",0,8
"MURI_19",6,"repeat 1","gi|254161303",0,1
"MURI_19",6,"repeat 1","gi|254161304",0,0
"MURI_19",6,"repeat 1","gi|254161306",0,0
"MURI_19",6,"repeat 1","gi|254161307",0,1
"MURI_19",6,"repeat 1","gi|254161313",8,12
"MURI_19",6,"repeat 1","gi|254161314",0,2
"MURI_19",6,"repeat 1","gi|254161317",1,18
"MURI_19",6,"repeat 1","gi|254161318",44,62
"MURI_19",6,"repeat 1","gi|254161319",0,1
"MURI_19",6,"repeat 1","gi|254161320",14,29
"MURI_19",6,"repeat 1","gi|254161322",15,41
"MURI_19",6,"repeat 1","gi|254161325",0,0
"MURI_19",6,"repeat 1","gi|254161326",0,1
"MURI_19",6,"repeat 1","gi|254161329",0,5
"MURI_19",6,"repeat 1","gi|254161330",2,10
"MURI_19",6,"repeat 1","gi|254161331",0,0
"MURI_19",6,"repeat 1","gi|254161339",0,25
"MURI_19",6,"repeat 1","gi|254161340",28,10
"MURI_19",6,"repeat 1","gi|254161341",0,41
"MURI_19",6,"repeat 1","gi|254161342",0,17
"MURI_19",6,"repeat 1","gi|254161343",1,8
"MURI_19",6,"repeat 1","gi|254161346",0,1
"MURI_19",6,"repeat 1","gi|254161349",0,2
"MURI_19",6,"repeat 1","gi|254161350",0,0
"MURI_19",6,"repeat 1","gi|254161351",0,1
"MURI_19",6,"repeat 1","gi|254161352",0,6
"MURI_19",6,"repeat 1","gi|254161353",0,0
"MURI_19",6,"repeat 1","gi|254161354",0,26
"MURI_19",6,"repeat 1","gi|254161355",0,0
"MURI_19",6,"repeat 1","gi|254161356",0,5
"MURI_19",6,"repeat 1","gi|254161357",0,6
"MURI_19",6,"repeat 1","gi|254161359",0,0
"MURI_19",6,"repeat 1","gi|254161361",0,4
"MURI_19",6,"repeat 1","gi|254161362",0,0
"MURI_19",6,"repeat 1","gi|254161364",0,3
"MURI_19",6,"repeat 1","gi|254161366",20,19
"MURI_19",6,"repeat 1","gi|254161367",0,0
"MURI_19",6,"repeat 1","gi|254161368",7,14
"MURI_19",6,"repeat 1","gi|254161370",0,0
"MURI_19",6,"repeat 1","gi|254161371",0,3
"MURI_19",6,"repeat 1","gi|254161374",0,1
"MURI_19",6,"repeat 1","gi|254161377",0,3
"MURI_19",6,"repeat 1","gi|254161380",0,0
"MURI_19",6,"repeat 1","gi|254161381",0,1
"MURI_19",6,"repeat 1","gi|254161382",0,1
"MURI_19",6,"repeat 1","gi|254161384",0,8
"MURI_19",6,"repeat 1","gi|254161385",0,0
"MURI_19",6,"repeat 1","gi|254161387",0,1
"MURI_19",6,"repeat 1","gi|254161388",0,0
"MURI_19",6,"repeat 1","gi|254161400",0,1
"MURI_19",6,"repeat 1","gi|254161401",0,0
"MURI_19",6,"repeat 1","gi|254161402",0,0
"MURI_19",6,"repeat 1","gi|254161403",0,0
"MURI_19",6,"repeat 1","gi|254161404",0,46
"MURI_19",6,"repeat 1","gi|254161405",0,1
"MURI_19",6,"repeat 1","gi|254161406",0,1
"MURI_19",6,"repeat 1","gi|254161407",0,0
"MURI_19",6,"repeat 1","gi|254161409",0,2
"MURI_19",6,"repeat 1","gi|254161410",0,0
"MURI_19",6,"repeat 1","gi|254161412",0,0
"MURI_19",6,"repeat 1","gi|254161413",0,0
"MURI_19",6,"repeat 1","gi|254161415",0,2
"MURI_19",6,"repeat 1","gi|254161419",0,0
"MURI_19",6,"repeat 1","gi|254161423",0,1
"MURI_19",6,"repeat 1","gi|254161438",0,3
"MURI_19",6,"repeat 1","gi|254161440",0,2
"MURI_19",6,"repeat 1","gi|254161443",0,1
"MURI_19",6,"repeat 1","gi|254161449",0,0
"MURI_19",6,"repeat 1","gi|254161451",0,8
"MURI_19",6,"repeat 1","gi|254161453",0,4
"MURI_19",6,"repeat 1","gi|254161454",0,3
"MURI_19",6,"repeat 1","gi|254161456",0,1
"MURI_19",6,"repeat 1","gi|254161464",0,1
"MURI_19",6,"repeat 1","gi|254161467",0,1
"MURI_19",6,"repeat 1","gi|254161469",0,10
"MURI_19",6,"repeat 1","gi|254161470",0,3
"MURI_19",6,"repeat 1","gi|254161472",0,1
"MURI_19",6,"repeat 1","gi|254161481",0,1
"MURI_19",6,"repeat 1","gi|254161483",0,9
"MURI_19",6,"repeat 1","gi|254161490",0,9
"MURI_19",6,"repeat 1","gi|254161494",0,9
"MURI_19",6,"repeat 1","gi|254161507",0,3
"MURI_19",6,"repeat 1","gi|254161510",0,8
"MURI_19",6,"repeat 1","gi|254161522",0,8
"MURI_19",6,"repeat 1","gi|254161525",0,1
"MURI_19",6,"repeat 1","gi|254161537",0,3
"MURI_19",6,"repeat 1","gi|254161540",0,3
"MURI_19",6,"repeat 1","gi|254161541",0,1
"MURI_19",6,"repeat 1","gi|254161550",0,3
"MURI_19",6,"repeat 1","gi|254161552",0,11
"MURI_19",6,"repeat 1","gi|254161553",0,0
"MURI_19",6,"repeat 1","gi|254161554",0,1
"MURI_19",6,"repeat 1","gi|254161556",0,3
"MURI_19",6,"repeat 1","gi|254161568",0,1
"MURI_19",6,"repeat 1","gi|254161571",0,2
"MURI_19",6,"repeat 1","gi|254161573",0,1
"MURI_19",6,"repeat 1","gi|254161576",0,2
"MURI_19",6,"repeat 1","gi|254161577",0,2
"MURI_19",6,"repeat 1","gi|254161578",0,2
"MURI_19",6,"repeat 1","gi|254161592",0,10
"MURI_19",6,"repeat 1","gi|254161593",0,6
"MURI_19",6,"repeat 1","gi|254161594",0,2
"MURI_19",6,"repeat 1","gi|254161609",0,0
"MURI_19",6,"repeat 1","gi|254161613",0,1
"MURI_19",6,"repeat 1","gi|254161628",0,2
"MURI_19",6,"repeat 1","gi|254161644",0,0
"MURI_19",6,"repeat 1","gi|254161645",0,1
"MURI_19",6,"repeat 1","gi|254161648",0,1
"MURI_19",6,"repeat 1","gi|254161652",0,1
"MURI_19",6,"repeat 1","gi|254161655",0,2
"MURI_19",6,"repeat 1","gi|254161660",0,1
"MURI_19",6,"repeat 1","gi|254161663",0,0
"MURI_19",6,"repeat 1","gi|254161664",15,22
"MURI_19",6,"repeat 1","gi|254161665",13,18
"MURI_19",6,"repeat 1","gi|254161669",0,0
"MURI_19",6,"repeat 1","gi|254161670",0,2
"MURI_19",6,"repeat 1","gi|254161672",0,10
"MURI_19",6,"repeat 1","gi|254161673",0,8
"MURI_19",6,"repeat 1","gi|254161674",0,8
"MURI_19",6,"repeat 1","gi|254161675",0,13
"MURI_19",6,"repeat 1","gi|254161681",0,1
"MURI_19",6,"repeat 1","gi|254161683",0,0
"MURI_19",6,"repeat 1","gi|254161684",0,3
"MURI_19",6,"repeat 1","gi|254161685",0,1
"MURI_19",6,"repeat 1","gi|254161690",0,2
"MURI_19",6,"repeat 1","gi|254161691",0,1
"MURI_19",6,"repeat 1","gi|254161693",0,2
"MURI_19",6,"repeat 1","gi|254161695",0,0
"MURI_19",6,"repeat 1","gi|254161697",0,3
"MURI_19",6,"repeat 1","gi|254161698",0,2
"MURI_19",6,"repeat 1","gi|254161699",1,42
"MURI_19",6,"repeat 1","gi|254161700",0,1
"MURI_19",6,"repeat 1","gi|254161702",0,2
"MURI_19",6,"repeat 1","gi|254161703",8,17
"MURI_19",6,"repeat 1","gi|254161704",0,4
"MURI_19",6,"repeat 1","gi|254161706",0,1
"MURI_19",6,"repeat 1","gi|254161707",0,1
"MURI_19",6,"repeat 1","gi|254161709",0,6
"MURI_19",6,"repeat 1","gi|254161711",0,1
"MURI_19",6,"repeat 1","gi|254161712",0,1
"MURI_19",6,"repeat 1","gi|254161714",0,3
"MURI_19",6,"repeat 1","gi|254161715",0,1
"MURI_19",6,"repeat 1","gi|254161716",0,17
"MURI_19",6,"repeat 1","gi|254161718",0,12
"MURI_19",6,"repeat 1","gi|254161721",0,3
"MURI_19",6,"repeat 1","gi|254161724",0,3
"MURI_19",6,"repeat 1","gi|254161725",0,0
"MURI_19",6,"repeat 1","gi|254161727",0,0
"MURI_19",6,"repeat 1","gi|254161728",0,1
"MURI_19",6,"repeat 1","gi|254161737",0,23
"MURI_19",6,"repeat 1","gi|254161738",0,0
"MURI_19",6,"repeat 1","gi|254161739",0,0
"MURI_19",6,"repeat 1","gi|254161741",0,6
"MURI_19",6,"repeat 1","gi|254161742",0,0
"MURI_19",6,"repeat 1","gi|254161743",0,0
"MURI_19",6,"repeat 1","gi|254161744",0,3
"MURI_19",6,"repeat 1","gi|254161745",0,4
"MURI_19",6,"repeat 1","gi|254161746",0,1
"MURI_19",6,"repeat 1","gi|254161747",0,2
"MURI_19",6,"repeat 1","gi|254161748",0,11
"MURI_19",6,"repeat 1","gi|254161753",0,2
"MURI_19",6,"repeat 1","gi|254161759",0,1
"MURI_19",6,"repeat 1","gi|254161762",0,11
"MURI_19",6,"repeat 1","gi|254161763",0,0
"MURI_19",6,"repeat 1","gi|254161764",0,11
"MURI_19",6,"repeat 1","gi|254161766",0,0
"MURI_19",6,"repeat 1","gi|254161770",0,0
"MURI_19",6,"repeat 1","gi|254161772",0,0
"MURI_19",6,"repeat 1","gi|254161773",0,12
"MURI_19",6,"repeat 1","gi|254161774",0,0
"MURI_19",6,"repeat 1","gi|254161776",0,0
"MURI_19",6,"repeat 1","gi|254161777",0,8
"MURI_19",6,"repeat 1","gi|254161778",50,8
"MURI_19",6,"repeat 1","gi|254161779",0,18
"MURI_19",6,"repeat 1","gi|254161781",0,1
"MURI_19",6,"repeat 1","gi|254161782",0,7
"MURI_19",6,"repeat 1","gi|254161785",0,0
"MURI_19",6,"repeat 1","gi|254161786",0,3
"MURI_19",6,"repeat 1","gi|254161788",0,3
"MURI_19",6,"repeat 1","gi|254161791",0,0
"MURI_19",6,"repeat 1","gi|254161793",0,1
"MURI_19",6,"repeat 1","gi|254161798",0,1
"MURI_19",6,"repeat 1","gi|254161799",2,26
"MURI_19",6,"repeat 1","gi|254161800",0,3
"MURI_19",6,"repeat 1","gi|254161807",0,0
"MURI_19",6,"repeat 1","gi|254161808",0,3
"MURI_19",6,"repeat 1","gi|254161812",0,0
"MURI_19",6,"repeat 1","gi|254161814",0,1
"MURI_19",6,"repeat 1","gi|254161815",0,0
"MURI_19",6,"repeat 1","gi|254161817",0,1
"MURI_19",6,"repeat 1","gi|254161819",31,101
"MURI_19",6,"repeat 1","gi|254161822",0,9
"MURI_19",6,"repeat 1","gi|254161823",0,1
"MURI_19",6,"repeat 1","gi|254161824",1,6
"MURI_19",6,"repeat 1","gi|254161825",0,2
"MURI_19",6,"repeat 1","gi|254161826",0,0
"MURI_19",6,"repeat 1","gi|254161827",0,2
"MURI_19",6,"repeat 1","gi|254161835",0,0
"MURI_19",6,"repeat 1","gi|254161836",0,9
"MURI_19",6,"repeat 1","gi|254161837",53,242
"MURI_19",6,"repeat 1","gi|254161838",0,15
"MURI_19",6,"repeat 1","gi|254161840",7,0
"MURI_19",6,"repeat 1","gi|254161845",0,3
"MURI_19",6,"repeat 1","gi|254161863",0,3
"MURI_19",6,"repeat 1","gi|254161864",0,5
"MURI_19",6,"repeat 1","gi|254161865",0,0
"MURI_19",6,"repeat 1","gi|254161866",0,1
"MURI_19",6,"repeat 1","gi|254161868",0,0
"MURI_19",6,"repeat 1","gi|254161869",0,1
"MURI_19",6,"repeat 1","gi|254161871",0,1
"MURI_19",6,"repeat 1","gi|254161875",0,1
"MURI_19",6,"repeat 1","gi|254161876",1,5
"MURI_19",6,"repeat 1","gi|254161877",0,2
"MURI_19",6,"repeat 1","gi|254161878",0,0
"MURI_19",6,"repeat 1","gi|254161881",0,0
"MURI_19",6,"repeat 1","gi|254161882",3,126
"MURI_19",6,"repeat 1","gi|254161884",0,0
"MURI_19",6,"repeat 1","gi|254161886",0,1
"MURI_19",6,"repeat 1","gi|254161887",0,9
"MURI_19",6,"repeat 1","gi|254161889",3,6
"MURI_19",6,"repeat 1","gi|254161890",0,8
"MURI_19",6,"repeat 1","gi|254161891",0,5
"MURI_19",6,"repeat 1","gi|254161892",0,0
"MURI_19",6,"repeat 1","gi|254161894",0,6
"MURI_19",6,"repeat 1","gi|254161895",0,4
"MURI_19",6,"repeat 1","gi|254161899",0,8
"MURI_19",6,"repeat 1","gi|254161901",0,1
"MURI_19",6,"repeat 1","gi|254161902",0,1
"MURI_19",6,"repeat 1","gi|254161904",0,0
"MURI_19",6,"repeat 1","gi|254161906",0,0
"MURI_19",6,"repeat 1","gi|254161907",0,3
"MURI_19",6,"repeat 1","gi|254161908",0,7
"MURI_19",6,"repeat 1","gi|254161909",0,4
"MURI_19",6,"repeat 1","gi|254161910",3,1
"MURI_19",6,"repeat 1","gi|254161911",0,0
"MURI_19",6,"repeat 1","gi|254161912",0,19
"MURI_19",6,"repeat 1","gi|254161913",0,1
"MURI_19",6,"repeat 1","gi|254161914",0,4
"MURI_19",6,"repeat 1","gi|254161915",0,0
"MURI_19",6,"repeat 1","gi|254161917",0,1
"MURI_19",6,"repeat 1","gi|254161918",0,0
"MURI_19",6,"repeat 1","gi|254161920",0,0
"MURI_19",6,"repeat 1","gi|254161921",0,2
"MURI_19",6,"repeat 1","gi|254161924",0,1
"MURI_19",6,"repeat 1","gi|254161926",0,14
"MURI_19",6,"repeat 1","gi|254161930",0,5
"MURI_19",6,"repeat 1","gi|254161931",0,2
"MURI_19",6,"repeat 1","gi|254161934",0,3
"MURI_19",6,"repeat 1","gi|254161935",0,0
"MURI_19",6,"repeat 1","gi|254161936",2,16
"MURI_19",6,"repeat 1","gi|254161938",0,0
"MURI_19",6,"repeat 1","gi|254161939",0,4
"MURI_19",6,"repeat 1","gi|254161951",3,12
"MURI_19",6,"repeat 1","gi|254161952",0,0
"MURI_19",6,"repeat 1","gi|254161960",0,14
"MURI_19",6,"repeat 1","gi|254161961",0,4
"MURI_19",6,"repeat 1","gi|254161962",0,0
"MURI_19",6,"repeat 1","gi|254161965",0,0
"MURI_19",6,"repeat 1","gi|254161979",0,0
"MURI_19",6,"repeat 1","gi|254161981",0,2
"MURI_19",6,"repeat 1","gi|254161982",0,8
"MURI_19",6,"repeat 1","gi|254161983",0,0
"MURI_19",6,"repeat 1","gi|254161987",0,0
"MURI_19",6,"repeat 1","gi|254161988",0,0
"MURI_19",6,"repeat 1","gi|254161996",19,18
"MURI_19",6,"repeat 1","gi|254162000",0,1
"MURI_19",6,"repeat 1","gi|254162001",0,1
"MURI_19",6,"repeat 1","gi|254162005",0,5
"MURI_19",6,"repeat 1","gi|254162007",9,18
"MURI_19",6,"repeat 1","gi|254162008",0,4
"MURI_19",6,"repeat 1","gi|254162009",0,14
"MURI_19",6,"repeat 1","gi|254162010",1,10
"MURI_19",6,"repeat 1","gi|254162011",12,12
"MURI_19",6,"repeat 1","gi|254162012",0,5
"MURI_19",6,"repeat 1","gi|254162013",10,5
"MURI_19",6,"repeat 1","gi|254162014",0,6
"MURI_19",6,"repeat 1","gi|254162015",0,7
"MURI_19",6,"repeat 1","gi|254162017",11,54
"MURI_19",6,"repeat 1","gi|254162022",0,0
"MURI_19",6,"repeat 1","gi|254162023",0,6
"MURI_19",6,"repeat 1","gi|254162025",0,0
"MURI_19",6,"repeat 1","gi|254162027",0,0
"MURI_19",6,"repeat 1","gi|254162028",0,7
"MURI_19",6,"repeat 1","gi|254162030",0,0
"MURI_19",6,"repeat 1","gi|254162031",0,1
"MURI_19",6,"repeat 1","gi|254162032",0,3
"MURI_19",6,"repeat 1","gi|254162033",0,9
"MURI_19",6,"repeat 1","gi|254162034",6,8
"MURI_19",6,"repeat 1","gi|254162040",0,6
"MURI_19",6,"repeat 1","gi|254162055",0,2
"MURI_19",6,"repeat 1","gi|254162056",0,5
"MURI_19",6,"repeat 1","gi|254162057",4,1
"MURI_19",6,"repeat 1","gi|254162058",0,2
"MURI_19",6,"repeat 1","gi|254162065",0,1
"MURI_19",6,"repeat 1","gi|254162070",0,2
"MURI_19",6,"repeat 1","gi|254162072",0,4
"MURI_19",6,"repeat 1","gi|254162086",0,1
"MURI_19",6,"repeat 1","gi|254162087",0,1
"MURI_19",6,"repeat 1","gi|254162097",0,2
"MURI_19",6,"repeat 1","gi|254162110",0,1
"MURI_19",6,"repeat 1","gi|254162112",0,0
"MURI_19",6,"repeat 1","gi|254162114",0,1
"MURI_19",6,"repeat 1","gi|254162116",0,0
"MURI_19",6,"repeat 1","gi|254162117",0,1
"MURI_19",6,"repeat 1","gi|254162128",0,4
"MURI_19",6,"repeat 1","gi|254162129",0,17
"MURI_19",6,"repeat 1","gi|254162133",2,0
"MURI_19",6,"repeat 1","gi|254162138",0,1
"MURI_19",6,"repeat 1","gi|254162147",0,5
"MURI_19",6,"repeat 1","gi|254162148",0,10
"MURI_19",6,"repeat 1","gi|254162149",0,0
"MURI_19",6,"repeat 1","gi|254162157",0,1
"MURI_19",6,"repeat 1","gi|254162163",0,2
"MURI_19",6,"repeat 1","gi|254162164",0,6
"MURI_19",6,"repeat 1","gi|254162167",15,25
"MURI_19",6,"repeat 1","gi|254162168",0,1
"MURI_19",6,"repeat 1","gi|254162169",0,10
"MURI_19",6,"repeat 1","gi|254162170",0,1
"MURI_19",6,"repeat 1","gi|254162171",0,1
"MURI_19",6,"repeat 1","gi|254162173",0,3
"MURI_19",6,"repeat 1","gi|254162174",0,4
"MURI_19",6,"repeat 1","gi|254162178",0,3
"MURI_19",6,"repeat 1","gi|254162181",0,1
"MURI_19",6,"repeat 1","gi|254162182",0,1
"MURI_19",6,"repeat 1","gi|254162183",0,3
"MURI_19",6,"repeat 1","gi|254162186",0,5
"MURI_19",6,"repeat 1","gi|254162187",0,1
"MURI_19",6,"repeat 1","gi|254162192",0,1
"MURI_19",6,"repeat 1","gi|254162196",0,0
"MURI_19",6,"repeat 1","gi|254162198",0,2
"MURI_19",6,"repeat 1","gi|254162199",0,1
"MURI_19",6,"repeat 1","gi|254162200",17,15
"MURI_19",6,"repeat 1","gi|254162201",0,3
"MURI_19",6,"repeat 1","gi|254162203",0,0
"MURI_19",6,"repeat 1","gi|254162205",0,1
"MURI_19",6,"repeat 1","gi|254162206",0,1
"MURI_19",6,"repeat 1","gi|254162209",0,0
"MURI_19",6,"repeat 1","gi|254162213",1,0
"MURI_19",6,"repeat 1","gi|254162218",0,0
"MURI_19",6,"repeat 1","gi|254162222",0,0
"MURI_19",6,"repeat 1","gi|254162225",0,1
"MURI_19",6,"repeat 1","gi|254162226",0,1
"MURI_19",6,"repeat 1","gi|254162230",0,0
"MURI_19",6,"repeat 1","gi|254162231",0,1
"MURI_19",6,"repeat 1","gi|254162242",0,6
"MURI_19",6,"repeat 1","gi|254162243",9,2
"MURI_19",6,"repeat 1","gi|254162245",0,12
"MURI_19",6,"repeat 1","gi|254162246",0,12
"MURI_19",6,"repeat 1","gi|254162256",0,1
"MURI_19",6,"repeat 1","gi|254162260",0,0
"MURI_19",6,"repeat 1","gi|254162261",0,1
"MURI_19",6,"repeat 1","gi|254162262",0,0
"MURI_19",6,"repeat 1","gi|254162271",0,0
"MURI_19",6,"repeat 1","gi|254162274",0,12
"MURI_19",6,"repeat 1","gi|254162275",0,1
"MURI_19",6,"repeat 1","gi|254162276",0,1
"MURI_19",6,"repeat 1","gi|254162277",0,1
"MURI_19",6,"repeat 1","gi|254162280",0,0
"MURI_19",6,"repeat 1","gi|254162288",0,0
"MURI_19",6,"repeat 1","gi|254162290",0,5
"MURI_19",6,"repeat 1","gi|254162292",0,28
"MURI_19",6,"repeat 1","gi|254162293",4,10
"MURI_19",6,"repeat 1","gi|254162294",0,14
"MURI_19",6,"repeat 1","gi|254162295",5,15
"MURI_19",6,"repeat 1","gi|254162296",0,2
"MURI_19",6,"repeat 1","gi|254162297",0,0
"MURI_19",6,"repeat 1","gi|254162298",0,2
"MURI_19",6,"repeat 1","gi|254162299",0,3
"MURI_19",6,"repeat 1","gi|254162300",0,5
"MURI_19",6,"repeat 1","gi|254162302",0,5
"MURI_19",6,"repeat 1","gi|254162303",5,14
"MURI_19",6,"repeat 1","gi|254162305",1,47
"MURI_19",6,"repeat 1","gi|254162306",102,18
"MURI_19",6,"repeat 1","gi|254162308",0,3
"MURI_19",6,"repeat 1","gi|254162309",0,2
"MURI_19",6,"repeat 1","gi|254162310",0,4
"MURI_19",6,"repeat 1","gi|254162312",6,1
"MURI_19",6,"repeat 1","gi|254162314",0,2
"MURI_19",6,"repeat 1","gi|254162315",0,1
"MURI_19",6,"repeat 1","gi|254162317",0,0
"MURI_19",6,"repeat 1","gi|254162318",16,33
"MURI_19",6,"repeat 1","gi|254162319",0,0
"MURI_19",6,"repeat 1","gi|254162320",0,0
"MURI_19",6,"repeat 1","gi|254162321",0,19
"MURI_19",6,"repeat 1","gi|254162323",0,2
"MURI_19",6,"repeat 1","gi|254162324",0,0
"MURI_19",6,"repeat 1","gi|254162325",4,4
"MURI_19",6,"repeat 1","gi|254162327",0,2
"MURI_19",6,"repeat 1","gi|254162328",0,11
"MURI_19",6,"repeat 1","gi|254162329",0,2
"MURI_19",6,"repeat 1","gi|254162332",13,35
"MURI_19",6,"repeat 1","gi|254162333",0,0
"MURI_19",6,"repeat 1","gi|254162334",0,7
"MURI_19",6,"repeat 1","gi|254162335",0,0
"MURI_19",6,"repeat 1","gi|254162337",0,0
"MURI_19",6,"repeat 1","gi|254162338",0,9
"MURI_19",6,"repeat 1","gi|254162339",0,2
"MURI_19",6,"repeat 1","gi|254162340",0,10
"MURI_19",6,"repeat 1","gi|254162348",0,7
"MURI_19",6,"repeat 1","gi|254162351",0,3
"MURI_19",6,"repeat 1","gi|254162352",0,3
"MURI_19",6,"repeat 1","gi|254162355",0,3
"MURI_19",6,"repeat 1","gi|254162359",0,1
"MURI_19",6,"repeat 1","gi|254162372",0,3
"MURI_19",6,"repeat 1","gi|254162373",0,2
"MURI_19",6,"repeat 1","gi|254162374",0,3
"MURI_19",6,"repeat 1","gi|254162381",0,4
"MURI_19",6,"repeat 1","gi|254162389",0,10
"MURI_19",6,"repeat 1","gi|254162390",0,1
"MURI_19",6,"repeat 1","gi|254162394",0,14
"MURI_19",6,"repeat 1","gi|254162395",0,7
"MURI_19",6,"repeat 1","gi|254162397",7,125
"MURI_19",6,"repeat 1","gi|254162398",14,106
"MURI_19",6,"repeat 1","gi|254162399",87,46
"MURI_19",6,"repeat 1","gi|254162400",6,7
"MURI_19",6,"repeat 1","gi|254162401",0,0
"MURI_19",6,"repeat 1","gi|254162404",0,6
"MURI_19",6,"repeat 1","gi|254162405",0,11
"MURI_19",6,"repeat 1","gi|254162408",4,15
"MURI_19",6,"repeat 1","gi|254162411",4,7
"MURI_19",6,"repeat 1","gi|254162414",0,3
"MURI_19",6,"repeat 1","gi|254162415",9,2
"MURI_19",6,"repeat 1","gi|254162417",0,1
"MURI_19",6,"repeat 1","gi|254162418",0,1
"MURI_19",6,"repeat 1","gi|254162437",1,7
"MURI_19",6,"repeat 1","gi|254162438",0,1
"MURI_19",6,"repeat 1","gi|254162439",0,6
"MURI_19",6,"repeat 1","gi|254162441",0,3
"MURI_19",6,"repeat 1","gi|254162445",0,2
"MURI_19",6,"repeat 1","gi|254162446",0,11
"MURI_19",6,"repeat 1","gi|254162448",0,2
"MURI_19",6,"repeat 1","gi|254162449",0,4
"MURI_19",6,"repeat 1","gi|254162450",0,1
"MURI_19",6,"repeat 1","gi|254162451",24,18
"MURI_19",6,"repeat 1","gi|254162452",14,27
"MURI_19",6,"repeat 1","gi|254162453",0,14
"MURI_19",6,"repeat 1","gi|254162454",0,13
"MURI_19",6,"repeat 1","gi|254162455",0,1
"MURI_19",6,"repeat 1","gi|254162465",0,2
"MURI_19",6,"repeat 1","gi|254162468",0,5
"MURI_19",6,"repeat 1","gi|254162469",0,3
"MURI_19",6,"repeat 1","gi|254162470",0,0
"MURI_19",6,"repeat 1","gi|254162472",15,12
"MURI_19",6,"repeat 1","gi|254162473",1,12
"MURI_19",6,"repeat 1","gi|254162474",0,8
"MURI_19",6,"repeat 1","gi|254162475",0,1
"MURI_19",6,"repeat 1","gi|254162476",0,2
