"sample","time","biol.rep","Protein","Oxidized_Peptides","Non_Oxidized_Peptides"
"MURI_99",5,"repeat 3","gi|254160293",0,0
"MURI_99",5,"repeat 3","gi|254160295",0,1
"MURI_99",5,"repeat 3","gi|254160296",4,13
"MURI_99",5,"repeat 3","gi|254160297",8,4
"MURI_99",5,"repeat 3","gi|254160298",0,3
"MURI_99",5,"repeat 3","gi|254160299",0,4
"MURI_99",5,"repeat 3","gi|254160300",0,0
"MURI_99",5,"repeat 3","gi|254160301",2,0
"MURI_99",5,"repeat 3","gi|254160302",0,0
"MURI_99",5,"repeat 3","gi|254160303",0,1
"MURI_99",5,"repeat 3","gi|254160304",2,49
"MURI_99",5,"repeat 3","gi|254160306",0,0
"MURI_99",5,"repeat 3","gi|254160307",0,0
"MURI_99",5,"repeat 3","gi|254160308",0,0
"MURI_99",5,"repeat 3","gi|254160309",0,6
"MURI_99",5,"repeat 3","gi|254160310",0,0
"MURI_99",5,"repeat 3","gi|254160312",0,0
"MURI_99",5,"repeat 3","gi|254160314",8,28
"MURI_99",5,"repeat 3","gi|254160315",0,0
"MURI_99",5,"repeat 3","gi|254160316",0,7
"MURI_99",5,"repeat 3","gi|254160317",0,104
"MURI_99",5,"repeat 3","gi|254160318",6,1
"MURI_99",5,"repeat 3","gi|254160319",2,18
"MURI_99",5,"repeat 3","gi|254160320",0,4
"MURI_99",5,"repeat 3","gi|254160321",0,0
"MURI_99",5,"repeat 3","gi|254160322",0,1
"MURI_99",5,"repeat 3","gi|254160323",0,2
"MURI_99",5,"repeat 3","gi|254160326",0,0
"MURI_99",5,"repeat 3","gi|254160328",0,2
"MURI_99",5,"repeat 3","gi|254160329",0,0
"MURI_99",5,"repeat 3","gi|254160335",0,0
"MURI_99",5,"repeat 3","gi|254160336",0,1
"MURI_99",5,"repeat 3","gi|254160337",0,1
"MURI_99",5,"repeat 3","gi|254160338",0,7
"MURI_99",5,"repeat 3","gi|254160339",0,0
"MURI_99",5,"repeat 3","gi|254160340",0,2
"MURI_99",5,"repeat 3","gi|254160342",0,0
"MURI_99",5,"repeat 3","gi|254160345",0,1
"MURI_99",5,"repeat 3","gi|254160346",0,1
"MURI_99",5,"repeat 3","gi|254160351",0,25
"MURI_99",5,"repeat 3","gi|254160352",0,1
"MURI_99",5,"repeat 3","gi|254160353",0,0
"MURI_99",5,"repeat 3","gi|254160354",0,0
"MURI_99",5,"repeat 3","gi|254160358",0,6
"MURI_99",5,"repeat 3","gi|254160359",0,7
"MURI_99",5,"repeat 3","gi|254160363",0,2
"MURI_99",5,"repeat 3","gi|254160365",0,3
"MURI_99",5,"repeat 3","gi|254160367",0,1
"MURI_99",5,"repeat 3","gi|254160375",0,1
"MURI_99",5,"repeat 3","gi|254160376",0,1
"MURI_99",5,"repeat 3","gi|254160386",0,0
"MURI_99",5,"repeat 3","gi|254160387",0,2
"MURI_99",5,"repeat 3","gi|254160388",0,2
"MURI_99",5,"repeat 3","gi|254160397",0,1
"MURI_99",5,"repeat 3","gi|254160398",0,0
"MURI_99",5,"repeat 3","gi|254160399",0,1
"MURI_99",5,"repeat 3","gi|254160400",0,1
"MURI_99",5,"repeat 3","gi|254160402",0,1
"MURI_99",5,"repeat 3","gi|254160403",0,0
"MURI_99",5,"repeat 3","gi|254160404",0,1
"MURI_99",5,"repeat 3","gi|254160410",0,8
"MURI_99",5,"repeat 3","gi|254160416",0,1
"MURI_99",5,"repeat 3","gi|254160417",0,1
"MURI_99",5,"repeat 3","gi|254160418",0,0
"MURI_99",5,"repeat 3","gi|254160423",0,1
"MURI_99",5,"repeat 3","gi|254160424",0,2
"MURI_99",5,"repeat 3","gi|254160427",0,0
"MURI_99",5,"repeat 3","gi|254160428",0,1
"MURI_99",5,"repeat 3","gi|254160429",0,8
"MURI_99",5,"repeat 3","gi|254160430",0,1
"MURI_99",5,"repeat 3","gi|254160434",0,5
"MURI_99",5,"repeat 3","gi|254160435",0,0
"MURI_99",5,"repeat 3","gi|254160437",0,1
"MURI_99",5,"repeat 3","gi|254160438",0,3
"MURI_99",5,"repeat 3","gi|254160442",0,3
"MURI_99",5,"repeat 3","gi|254160444",0,0
"MURI_99",5,"repeat 3","gi|254160447",0,0
"MURI_99",5,"repeat 3","gi|254160448",0,2
"MURI_99",5,"repeat 3","gi|254160452",0,4
"MURI_99",5,"repeat 3","gi|254160453",0,1
"MURI_99",5,"repeat 3","gi|254160454",1,2
"MURI_99",5,"repeat 3","gi|254160457",0,0
"MURI_99",5,"repeat 3","gi|254160461",0,4
"MURI_99",5,"repeat 3","gi|254160462",0,9
"MURI_99",5,"repeat 3","gi|254160464",1,8
"MURI_99",5,"repeat 3","gi|254160466",0,1
"MURI_99",5,"repeat 3","gi|254160470",0,2
"MURI_99",5,"repeat 3","gi|254160471",0,1
"MURI_99",5,"repeat 3","gi|254160472",0,6
"MURI_99",5,"repeat 3","gi|254160473",0,3
"MURI_99",5,"repeat 3","gi|254160474",0,6
"MURI_99",5,"repeat 3","gi|254160475",0,5
"MURI_99",5,"repeat 3","gi|254160476",0,6
"MURI_99",5,"repeat 3","gi|254160479",0,0
"MURI_99",5,"repeat 3","gi|254160480",0,1
"MURI_99",5,"repeat 3","gi|254160481",5,21
"MURI_99",5,"repeat 3","gi|254160482",0,4
"MURI_99",5,"repeat 3","gi|254160486",0,4
"MURI_99",5,"repeat 3","gi|254160487",0,5
"MURI_99",5,"repeat 3","gi|254160488",0,0
"MURI_99",5,"repeat 3","gi|254160489",0,6
"MURI_99",5,"repeat 3","gi|254160490",0,3
"MURI_99",5,"repeat 3","gi|254160491",0,0
"MURI_99",5,"repeat 3","gi|254160492",0,20
"MURI_99",5,"repeat 3","gi|254160495",0,0
"MURI_99",5,"repeat 3","gi|254160496",0,1
"MURI_99",5,"repeat 3","gi|254160500",0,0
"MURI_99",5,"repeat 3","gi|254160501",15,14
"MURI_99",5,"repeat 3","gi|254160503",4,8
"MURI_99",5,"repeat 3","gi|254160504",0,0
"MURI_99",5,"repeat 3","gi|254160505",11,97
"MURI_99",5,"repeat 3","gi|254160506",7,7
"MURI_99",5,"repeat 3","gi|254160507",10,19
"MURI_99",5,"repeat 3","gi|254160509",0,2
"MURI_99",5,"repeat 3","gi|254160510",0,13
"MURI_99",5,"repeat 3","gi|254160511",14,10
"MURI_99",5,"repeat 3","gi|254160513",0,0
"MURI_99",5,"repeat 3","gi|254160514",0,2
"MURI_99",5,"repeat 3","gi|254160518",0,0
"MURI_99",5,"repeat 3","gi|254160520",0,0
"MURI_99",5,"repeat 3","gi|254160522",0,0
"MURI_99",5,"repeat 3","gi|254160523",0,0
"MURI_99",5,"repeat 3","gi|254160527",0,0
"MURI_99",5,"repeat 3","gi|254160528",0,1
"MURI_99",5,"repeat 3","gi|254160529",0,0
"MURI_99",5,"repeat 3","gi|254160531",0,8
"MURI_99",5,"repeat 3","gi|254160532",2,9
"MURI_99",5,"repeat 3","gi|254160533",0,0
"MURI_99",5,"repeat 3","gi|254160534",0,8
"MURI_99",5,"repeat 3","gi|254160536",0,0
"MURI_99",5,"repeat 3","gi|254160538",0,5
"MURI_99",5,"repeat 3","gi|254160539",0,4
"MURI_99",5,"repeat 3","gi|254160540",4,1
"MURI_99",5,"repeat 3","gi|254160541",0,2
"MURI_99",5,"repeat 3","gi|254160542",8,46
"MURI_99",5,"repeat 3","gi|254160543",4,25
"MURI_99",5,"repeat 3","gi|254160544",0,0
"MURI_99",5,"repeat 3","gi|254160546",1,8
"MURI_99",5,"repeat 3","gi|254160547",0,2
"MURI_99",5,"repeat 3","gi|254160548",0,0
"MURI_99",5,"repeat 3","gi|254160549",0,1
"MURI_99",5,"repeat 3","gi|254160550",0,13
"MURI_99",5,"repeat 3","gi|254160552",0,0
"MURI_99",5,"repeat 3","gi|254160553",0,3
"MURI_99",5,"repeat 3","gi|254160556",0,2
"MURI_99",5,"repeat 3","gi|254160558",0,0
"MURI_99",5,"repeat 3","gi|254160559",0,1
"MURI_99",5,"repeat 3","gi|254160561",0,7
"MURI_99",5,"repeat 3","gi|254160562",0,2
"MURI_99",5,"repeat 3","gi|254160563",0,1
"MURI_99",5,"repeat 3","gi|254160571",0,2
"MURI_99",5,"repeat 3","gi|254160574",0,2
"MURI_99",5,"repeat 3","gi|254160582",0,1
"MURI_99",5,"repeat 3","gi|254160584",0,1
"MURI_99",5,"repeat 3","gi|254160589",0,2
"MURI_99",5,"repeat 3","gi|254160590",0,6
"MURI_99",5,"repeat 3","gi|254160591",6,13
"MURI_99",5,"repeat 3","gi|254160592",0,1
"MURI_99",5,"repeat 3","gi|254160593",4,8
"MURI_99",5,"repeat 3","gi|254160594",0,5
"MURI_99",5,"repeat 3","gi|254160596",0,0
"MURI_99",5,"repeat 3","gi|254160597",0,2
"MURI_99",5,"repeat 3","gi|254160613",0,1
"MURI_99",5,"repeat 3","gi|254160617",0,4
"MURI_99",5,"repeat 3","gi|254160625",0,19
"MURI_99",5,"repeat 3","gi|254160631",0,1
"MURI_99",5,"repeat 3","gi|254160634",0,0
"MURI_99",5,"repeat 3","gi|254160635",0,4
"MURI_99",5,"repeat 3","gi|254160646",0,0
"MURI_99",5,"repeat 3","gi|254160647",0,4
"MURI_99",5,"repeat 3","gi|254160648",0,9
"MURI_99",5,"repeat 3","gi|254160649",0,2
"MURI_99",5,"repeat 3","gi|254160650",0,4
"MURI_99",5,"repeat 3","gi|254160651",0,2
"MURI_99",5,"repeat 3","gi|254160652",0,0
"MURI_99",5,"repeat 3","gi|254160654",0,6
"MURI_99",5,"repeat 3","gi|254160664",0,17
"MURI_99",5,"repeat 3","gi|254160667",0,2
"MURI_99",5,"repeat 3","gi|254160669",0,0
"MURI_99",5,"repeat 3","gi|254160671",0,1
"MURI_99",5,"repeat 3","gi|254160673",1,0
"MURI_99",5,"repeat 3","gi|254160676",0,0
"MURI_99",5,"repeat 3","gi|254160677",0,0
"MURI_99",5,"repeat 3","gi|254160680",0,1
"MURI_99",5,"repeat 3","gi|254160681",0,2
"MURI_99",5,"repeat 3","gi|254160686",0,2
"MURI_99",5,"repeat 3","gi|254160687",16,73
"MURI_99",5,"repeat 3","gi|254160688",0,7
"MURI_99",5,"repeat 3","gi|254160689",0,4
"MURI_99",5,"repeat 3","gi|254160691",0,2
"MURI_99",5,"repeat 3","gi|254160692",0,3
"MURI_99",5,"repeat 3","gi|254160694",0,1
"MURI_99",5,"repeat 3","gi|254160696",0,1
"MURI_99",5,"repeat 3","gi|254160706",0,8
"MURI_99",5,"repeat 3","gi|254160710",0,6
"MURI_99",5,"repeat 3","gi|254160712",0,1
"MURI_99",5,"repeat 3","gi|254160713",8,3
"MURI_99",5,"repeat 3","gi|254160714",3,4
"MURI_99",5,"repeat 3","gi|254160715",0,2
"MURI_99",5,"repeat 3","gi|254160717",0,0
"MURI_99",5,"repeat 3","gi|254160718",0,1
"MURI_99",5,"repeat 3","gi|254160719",0,2
"MURI_99",5,"repeat 3","gi|254160720",0,1
"MURI_99",5,"repeat 3","gi|254160721",0,0
"MURI_99",5,"repeat 3","gi|254160722",0,1
"MURI_99",5,"repeat 3","gi|254160723",0,5
"MURI_99",5,"repeat 3","gi|254160724",20,15
"MURI_99",5,"repeat 3","gi|254160725",0,0
"MURI_99",5,"repeat 3","gi|254160727",0,2
"MURI_99",5,"repeat 3","gi|254160729",0,0
"MURI_99",5,"repeat 3","gi|254160734",1,19
"MURI_99",5,"repeat 3","gi|254160736",0,1
"MURI_99",5,"repeat 3","gi|254160737",0,0
"MURI_99",5,"repeat 3","gi|254160738",0,5
"MURI_99",5,"repeat 3","gi|254160739",0,5
"MURI_99",5,"repeat 3","gi|254160740",3,14
"MURI_99",5,"repeat 3","gi|254160741",0,0
"MURI_99",5,"repeat 3","gi|254160742",1,15
"MURI_99",5,"repeat 3","gi|254160743",0,1
"MURI_99",5,"repeat 3","gi|254160744",0,0
"MURI_99",5,"repeat 3","gi|254160745",0,5
"MURI_99",5,"repeat 3","gi|254160746",0,1
"MURI_99",5,"repeat 3","gi|254160747",0,11
"MURI_99",5,"repeat 3","gi|254160748",0,14
"MURI_99",5,"repeat 3","gi|254160751",0,10
"MURI_99",5,"repeat 3","gi|254160752",0,2
"MURI_99",5,"repeat 3","gi|254160753",0,0
"MURI_99",5,"repeat 3","gi|254160754",0,3
"MURI_99",5,"repeat 3","gi|254160755",0,7
"MURI_99",5,"repeat 3","gi|254160756",1,19
"MURI_99",5,"repeat 3","gi|254160763",0,2
"MURI_99",5,"repeat 3","gi|254160780",0,6
"MURI_99",5,"repeat 3","gi|254160781",0,0
"MURI_99",5,"repeat 3","gi|254160782",0,2
"MURI_99",5,"repeat 3","gi|254160783",1,3
"MURI_99",5,"repeat 3","gi|254160784",0,0
"MURI_99",5,"repeat 3","gi|254160790",8,33
"MURI_99",5,"repeat 3","gi|254160791",0,1
"MURI_99",5,"repeat 3","gi|254160793",5,32
"MURI_99",5,"repeat 3","gi|254160794",4,7
"MURI_99",5,"repeat 3","gi|254160795",9,24
"MURI_99",5,"repeat 3","gi|254160796",5,21
"MURI_99",5,"repeat 3","gi|254160797",2,36
"MURI_99",5,"repeat 3","gi|254160798",0,7
"MURI_99",5,"repeat 3","gi|254160801",0,5
"MURI_99",5,"repeat 3","gi|254160802",0,1
"MURI_99",5,"repeat 3","gi|254160806",0,3
"MURI_99",5,"repeat 3","gi|254160807",0,2
"MURI_99",5,"repeat 3","gi|254160808",0,0
"MURI_99",5,"repeat 3","gi|254160809",0,1
"MURI_99",5,"repeat 3","gi|254160810",0,20
"MURI_99",5,"repeat 3","gi|254160811",18,18
"MURI_99",5,"repeat 3","gi|254160812",0,13
"MURI_99",5,"repeat 3","gi|254160813",0,8
"MURI_99",5,"repeat 3","gi|254160814",0,1
"MURI_99",5,"repeat 3","gi|254160816",0,0
"MURI_99",5,"repeat 3","gi|254160817",14,56
"MURI_99",5,"repeat 3","gi|254160818",0,18
"MURI_99",5,"repeat 3","gi|254160819",0,2
"MURI_99",5,"repeat 3","gi|254160820",0,0
"MURI_99",5,"repeat 3","gi|254160821",0,0
"MURI_99",5,"repeat 3","gi|254160822",0,11
"MURI_99",5,"repeat 3","gi|254160823",0,4
"MURI_99",5,"repeat 3","gi|254160824",0,4
"MURI_99",5,"repeat 3","gi|254160827",0,1
"MURI_99",5,"repeat 3","gi|254160828",0,0
"MURI_99",5,"repeat 3","gi|254160829",0,0
"MURI_99",5,"repeat 3","gi|254160830",0,2
"MURI_99",5,"repeat 3","gi|254160831",0,2
"MURI_99",5,"repeat 3","gi|254160835",0,5
"MURI_99",5,"repeat 3","gi|254160837",0,3
"MURI_99",5,"repeat 3","gi|254160841",0,0
"MURI_99",5,"repeat 3","gi|254160843",0,1
"MURI_99",5,"repeat 3","gi|254160851",0,0
"MURI_99",5,"repeat 3","gi|254160852",2,7
"MURI_99",5,"repeat 3","gi|254160853",0,0
"MURI_99",5,"repeat 3","gi|254160855",0,4
"MURI_99",5,"repeat 3","gi|254160856",0,1
"MURI_99",5,"repeat 3","gi|254160857",0,0
"MURI_99",5,"repeat 3","gi|254160859",0,3
"MURI_99",5,"repeat 3","gi|254160860",0,4
"MURI_99",5,"repeat 3","gi|254160861",0,0
"MURI_99",5,"repeat 3","gi|254160862",0,1
"MURI_99",5,"repeat 3","gi|254160867",0,1
"MURI_99",5,"repeat 3","gi|254160871",0,1
"MURI_99",5,"repeat 3","gi|254160872",0,1
"MURI_99",5,"repeat 3","gi|254160874",0,1
"MURI_99",5,"repeat 3","gi|254160876",0,1
"MURI_99",5,"repeat 3","gi|254160877",0,8
"MURI_99",5,"repeat 3","gi|254160878",0,7
"MURI_99",5,"repeat 3","gi|254160879",0,0
"MURI_99",5,"repeat 3","gi|254160884",0,0
"MURI_99",5,"repeat 3","gi|254160886",4,4
"MURI_99",5,"repeat 3","gi|254160887",0,0
"MURI_99",5,"repeat 3","gi|254160888",0,1
"MURI_99",5,"repeat 3","gi|254160889",0,8
"MURI_99",5,"repeat 3","gi|254160891",0,4
"MURI_99",5,"repeat 3","gi|254160892",0,1
"MURI_99",5,"repeat 3","gi|254160894",0,0
"MURI_99",5,"repeat 3","gi|254160896",2,5
"MURI_99",5,"repeat 3","gi|254160897",1,4
"MURI_99",5,"repeat 3","gi|254160899",0,3
"MURI_99",5,"repeat 3","gi|254160902",0,2
"MURI_99",5,"repeat 3","gi|254160903",0,1
"MURI_99",5,"repeat 3","gi|254160904",0,2
"MURI_99",5,"repeat 3","gi|254160905",0,0
"MURI_99",5,"repeat 3","gi|254160906",0,2
"MURI_99",5,"repeat 3","gi|254160907",0,5
"MURI_99",5,"repeat 3","gi|254160909",0,1
"MURI_99",5,"repeat 3","gi|254160912",0,8
"MURI_99",5,"repeat 3","gi|254160915",3,1
"MURI_99",5,"repeat 3","gi|254160916",0,3
"MURI_99",5,"repeat 3","gi|254160917",0,0
"MURI_99",5,"repeat 3","gi|254160921",0,1
"MURI_99",5,"repeat 3","gi|254160924",0,0
"MURI_99",5,"repeat 3","gi|254160927",0,1
"MURI_99",5,"repeat 3","gi|254160935",0,4
"MURI_99",5,"repeat 3","gi|254160940",0,0
"MURI_99",5,"repeat 3","gi|254160941",0,0
"MURI_99",5,"repeat 3","gi|254160946",0,1
"MURI_99",5,"repeat 3","gi|254160950",0,1
"MURI_99",5,"repeat 3","gi|254160951",0,1
"MURI_99",5,"repeat 3","gi|254160953",0,1
"MURI_99",5,"repeat 3","gi|254160960",0,2
"MURI_99",5,"repeat 3","gi|254160964",0,0
"MURI_99",5,"repeat 3","gi|254160966",0,5
"MURI_99",5,"repeat 3","gi|254160968",0,1
"MURI_99",5,"repeat 3","gi|254160969",0,1
"MURI_99",5,"repeat 3","gi|254160970",0,0
"MURI_99",5,"repeat 3","gi|254160974",0,3
"MURI_99",5,"repeat 3","gi|254160975",2,20
"MURI_99",5,"repeat 3","gi|254160978",0,5
"MURI_99",5,"repeat 3","gi|254160979",4,3
"MURI_99",5,"repeat 3","gi|254160980",0,1
"MURI_99",5,"repeat 3","gi|254160981",0,1
"MURI_99",5,"repeat 3","gi|254160982",0,0
"MURI_99",5,"repeat 3","gi|254160983",0,0
"MURI_99",5,"repeat 3","gi|254160984",0,1
"MURI_99",5,"repeat 3","gi|254160985",0,4
"MURI_99",5,"repeat 3","gi|254160987",0,1
"MURI_99",5,"repeat 3","gi|254160991",0,3
"MURI_99",5,"repeat 3","gi|254160992",0,1
"MURI_99",5,"repeat 3","gi|254160993",0,3
"MURI_99",5,"repeat 3","gi|254160994",0,3
"MURI_99",5,"repeat 3","gi|254160996",0,1
"MURI_99",5,"repeat 3","gi|254160997",0,0
"MURI_99",5,"repeat 3","gi|254160998",0,8
"MURI_99",5,"repeat 3","gi|254160999",0,0
"MURI_99",5,"repeat 3","gi|254161000",0,8
"MURI_99",5,"repeat 3","gi|254161001",0,5
"MURI_99",5,"repeat 3","gi|254161002",8,32
"MURI_99",5,"repeat 3","gi|254161003",0,9
"MURI_99",5,"repeat 3","gi|254161004",0,20
"MURI_99",5,"repeat 3","gi|254161005",0,2
"MURI_99",5,"repeat 3","gi|254161006",0,6
"MURI_99",5,"repeat 3","gi|254161007",0,9
"MURI_99",5,"repeat 3","gi|254161014",0,1
"MURI_99",5,"repeat 3","gi|254161015",0,0
"MURI_99",5,"repeat 3","gi|254161016",0,1
"MURI_99",5,"repeat 3","gi|254161017",26,33
"MURI_99",5,"repeat 3","gi|254161019",0,1
"MURI_99",5,"repeat 3","gi|254161021",32,67
"MURI_99",5,"repeat 3","gi|254161022",4,22
"MURI_99",5,"repeat 3","gi|254161024",0,3
"MURI_99",5,"repeat 3","gi|254161025",38,130
"MURI_99",5,"repeat 3","gi|254161026",2,4
"MURI_99",5,"repeat 3","gi|254161028",0,3
"MURI_99",5,"repeat 3","gi|254161029",0,0
"MURI_99",5,"repeat 3","gi|254161031",0,0
"MURI_99",5,"repeat 3","gi|254161032",0,1
"MURI_99",5,"repeat 3","gi|254161036",0,4
"MURI_99",5,"repeat 3","gi|254161037",0,1
"MURI_99",5,"repeat 3","gi|254161038",0,17
"MURI_99",5,"repeat 3","gi|254161039",0,1
"MURI_99",5,"repeat 3","gi|254161041",0,1
"MURI_99",5,"repeat 3","gi|254161042",9,46
"MURI_99",5,"repeat 3","gi|254161043",8,21
"MURI_99",5,"repeat 3","gi|254161044",9,25
"MURI_99",5,"repeat 3","gi|254161045",0,4
"MURI_99",5,"repeat 3","gi|254161046",0,9
"MURI_99",5,"repeat 3","gi|254161054",0,3
"MURI_99",5,"repeat 3","gi|254161058",0,1
"MURI_99",5,"repeat 3","gi|254161059",0,10
"MURI_99",5,"repeat 3","gi|254161061",0,4
"MURI_99",5,"repeat 3","gi|254161062",0,8
"MURI_99",5,"repeat 3","gi|254161063",0,3
"MURI_99",5,"repeat 3","gi|254161064",0,1
"MURI_99",5,"repeat 3","gi|254161065",0,1
"MURI_99",5,"repeat 3","gi|254161066",0,4
"MURI_99",5,"repeat 3","gi|254161068",1,4
"MURI_99",5,"repeat 3","gi|254161069",0,5
"MURI_99",5,"repeat 3","gi|254161071",0,29
"MURI_99",5,"repeat 3","gi|254161072",0,1
"MURI_99",5,"repeat 3","gi|254161076",0,0
"MURI_99",5,"repeat 3","gi|254161077",0,1
"MURI_99",5,"repeat 3","gi|254161079",0,0
"MURI_99",5,"repeat 3","gi|254161081",0,2
"MURI_99",5,"repeat 3","gi|254161083",0,0
"MURI_99",5,"repeat 3","gi|254161084",0,1
"MURI_99",5,"repeat 3","gi|254161086",0,1
"MURI_99",5,"repeat 3","gi|254161087",0,2
"MURI_99",5,"repeat 3","gi|254161095",0,1
"MURI_99",5,"repeat 3","gi|254161101",0,1
"MURI_99",5,"repeat 3","gi|254161102",0,3
"MURI_99",5,"repeat 3","gi|254161104",0,0
"MURI_99",5,"repeat 3","gi|254161110",0,1
"MURI_99",5,"repeat 3","gi|254161114",0,1
"MURI_99",5,"repeat 3","gi|254161115",0,2
"MURI_99",5,"repeat 3","gi|254161116",0,1
"MURI_99",5,"repeat 3","gi|254161117",0,1
"MURI_99",5,"repeat 3","gi|254161126",0,3
"MURI_99",5,"repeat 3","gi|254161127",0,4
"MURI_99",5,"repeat 3","gi|254161128",0,0
"MURI_99",5,"repeat 3","gi|254161130",6,10
"MURI_99",5,"repeat 3","gi|254161131",0,2
"MURI_99",5,"repeat 3","gi|254161135",0,1
"MURI_99",5,"repeat 3","gi|254161140",0,6
"MURI_99",5,"repeat 3","gi|254161141",0,5
"MURI_99",5,"repeat 3","gi|254161142",0,10
"MURI_99",5,"repeat 3","gi|254161152",0,1
"MURI_99",5,"repeat 3","gi|254161153",0,0
"MURI_99",5,"repeat 3","gi|254161155",0,13
"MURI_99",5,"repeat 3","gi|254161156",0,3
"MURI_99",5,"repeat 3","gi|254161159",0,1
"MURI_99",5,"repeat 3","gi|254161160",1,4
"MURI_99",5,"repeat 3","gi|254161161",0,4
"MURI_99",5,"repeat 3","gi|254161162",0,4
"MURI_99",5,"repeat 3","gi|254161165",0,3
"MURI_99",5,"repeat 3","gi|254161167",0,0
"MURI_99",5,"repeat 3","gi|254161168",4,7
"MURI_99",5,"repeat 3","gi|254161169",0,1
"MURI_99",5,"repeat 3","gi|254161170",0,1
"MURI_99",5,"repeat 3","gi|254161171",0,0
"MURI_99",5,"repeat 3","gi|254161172",0,2
"MURI_99",5,"repeat 3","gi|254161173",0,2
"MURI_99",5,"repeat 3","gi|254161174",0,5
"MURI_99",5,"repeat 3","gi|254161176",0,11
"MURI_99",5,"repeat 3","gi|254161177",0,4
"MURI_99",5,"repeat 3","gi|254161178",0,0
"MURI_99",5,"repeat 3","gi|254161179",0,1
"MURI_99",5,"repeat 3","gi|254161180",0,5
"MURI_99",5,"repeat 3","gi|254161181",0,13
"MURI_99",5,"repeat 3","gi|254161182",9,20
"MURI_99",5,"repeat 3","gi|254161183",0,2
"MURI_99",5,"repeat 3","gi|254161184",4,4
"MURI_99",5,"repeat 3","gi|254161185",1,8
"MURI_99",5,"repeat 3","gi|254161186",0,0
"MURI_99",5,"repeat 3","gi|254161187",0,2
"MURI_99",5,"repeat 3","gi|254161188",0,6
"MURI_99",5,"repeat 3","gi|254161189",0,11
"MURI_99",5,"repeat 3","gi|254161190",3,42
"MURI_99",5,"repeat 3","gi|254161192",0,0
"MURI_99",5,"repeat 3","gi|254161193",0,0
"MURI_99",5,"repeat 3","gi|254161194",0,7
"MURI_99",5,"repeat 3","gi|254161195",0,29
"MURI_99",5,"repeat 3","gi|254161196",0,1
"MURI_99",5,"repeat 3","gi|254161197",0,13
"MURI_99",5,"repeat 3","gi|254161198",19,39
"MURI_99",5,"repeat 3","gi|254161199",11,15
"MURI_99",5,"repeat 3","gi|254161200",0,40
"MURI_99",5,"repeat 3","gi|254161201",19,48
"MURI_99",5,"repeat 3","gi|254161203",0,4
"MURI_99",5,"repeat 3","gi|254161204",0,3
"MURI_99",5,"repeat 3","gi|254161205",0,3
"MURI_99",5,"repeat 3","gi|254161206",0,4
"MURI_99",5,"repeat 3","gi|254161207",6,16
"MURI_99",5,"repeat 3","gi|254161208",0,0
"MURI_99",5,"repeat 3","gi|254161209",0,0
"MURI_99",5,"repeat 3","gi|254161211",1,3
"MURI_99",5,"repeat 3","gi|254161213",0,3
"MURI_99",5,"repeat 3","gi|254161214",0,5
"MURI_99",5,"repeat 3","gi|254161215",0,4
"MURI_99",5,"repeat 3","gi|254161217",0,0
"MURI_99",5,"repeat 3","gi|254161220",0,1
"MURI_99",5,"repeat 3","gi|254161222",0,2
"MURI_99",5,"repeat 3","gi|254161223",1,0
"MURI_99",5,"repeat 3","gi|254161224",0,1
"MURI_99",5,"repeat 3","gi|254161227",0,1
"MURI_99",5,"repeat 3","gi|254161230",0,0
"MURI_99",5,"repeat 3","gi|254161233",0,9
"MURI_99",5,"repeat 3","gi|254161234",0,1
"MURI_99",5,"repeat 3","gi|254161235",0,3
"MURI_99",5,"repeat 3","gi|254161236",0,0
"MURI_99",5,"repeat 3","gi|254161237",0,4
"MURI_99",5,"repeat 3","gi|254161238",1,12
"MURI_99",5,"repeat 3","gi|254161239",0,0
"MURI_99",5,"repeat 3","gi|254161240",0,5
"MURI_99",5,"repeat 3","gi|254161241",0,0
"MURI_99",5,"repeat 3","gi|254161242",0,1
"MURI_99",5,"repeat 3","gi|254161243",32,76
"MURI_99",5,"repeat 3","gi|254161246",0,1
"MURI_99",5,"repeat 3","gi|254161247",0,1
"MURI_99",5,"repeat 3","gi|254161257",0,4
"MURI_99",5,"repeat 3","gi|254161258",4,8
"MURI_99",5,"repeat 3","gi|254161259",0,7
"MURI_99",5,"repeat 3","gi|254161261",0,2
"MURI_99",5,"repeat 3","gi|254161262",0,0
"MURI_99",5,"repeat 3","gi|254161263",0,1
"MURI_99",5,"repeat 3","gi|254161264",0,0
"MURI_99",5,"repeat 3","gi|254161267",0,7
"MURI_99",5,"repeat 3","gi|254161268",0,1
"MURI_99",5,"repeat 3","gi|254161269",0,3
"MURI_99",5,"repeat 3","gi|254161271",0,0
"MURI_99",5,"repeat 3","gi|254161272",0,0
"MURI_99",5,"repeat 3","gi|254161274",0,2
"MURI_99",5,"repeat 3","gi|254161275",0,2
"MURI_99",5,"repeat 3","gi|254161280",0,2
"MURI_99",5,"repeat 3","gi|254161281",0,4
"MURI_99",5,"repeat 3","gi|254161282",0,5
"MURI_99",5,"repeat 3","gi|254161283",0,1
"MURI_99",5,"repeat 3","gi|254161285",11,15
"MURI_99",5,"repeat 3","gi|254161286",0,3
"MURI_99",5,"repeat 3","gi|254161289",5,20
"MURI_99",5,"repeat 3","gi|254161290",0,0
"MURI_99",5,"repeat 3","gi|254161291",0,2
"MURI_99",5,"repeat 3","gi|254161292",0,0
